chrom	start	end	region	is_bad_bin	log2_insulation_score_25000	n_valid_pixels_25000	boundary_strength_25000	is_boundary_25000	is_bad_bin_50000	log2_insulation_score_50000	n_valid_pixels_50000	boundary_strength_50000	is_boundary_50000	is_bad_bin_100000	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000
chr2L	146000	148000	chr2L	False	0.928724625224381	144.0		False	False	0.3874560755774649	578.0		False	False	0.15315405317864664	1791.0		False
chr2L	148000	150000	chr2L	False	1.0357092056005428	144.0		False	False	0.47418515153720897	575.0		False	False	0.19947694175764702	1835.0		False
chr2L	150000	152000	chr2L	False	0.9764898036771948	144.0		False	False	0.4493049084393086	573.0		False	False	0.16989606408951646	1876.0		False
chr2L	152000	154000	chr2L	False	0.7837552312996791	144.0		False	False	0.3199325639121581	575.0		False	False	0.06944830047039531	1914.0		False
chr2L	154000	156000	chr2L	False	0.4424557644238626	144.0		False	False	0.12364140239635878	581.0		False	False	-0.05896356717244663	1955.0		False
chr2L	156000	158000	chr2L	False	-0.07192304932786098	144.0	2.0148234433166095	True	False	-0.16551824534439868	583.0	2.125440143006676	True	False	-0.22788628599162097	1991.0	1.5550733566917403	True
chr2L	158000	160000	chr2L	False	0.15978633901865302	144.0		False	False	-0.004198316041296142	586.0		False	False	-0.14970637923487587	2026.0		False
chr2L	160000	162000	chr2L	False	0.6404765434688307	144.0		False	False	0.29188275941919295	586.0		False	False	0.017104466820289065	2053.0		False
chr2L	162000	164000	chr2L	False	1.491939728305975	144.0		False	False	0.8740620068116276	588.0		False	False	0.41363628526357593	2064.0		False
chr2L	164000	166000	chr2L	False	1.7095662223703747	144.0		False	False	1.0383951485042668	586.0		False	False	0.5313766577999283	2074.0		False
chr2L	166000	168000	chr2L	False	1.7456680465507008	144.0		False	False	1.0598494613378986	589.0		False	False	0.5508903572146271	2089.0		False
chr2L	168000	170000	chr2L	False	1.5832128231371618	144.0		False	False	0.9286597170471228	591.0		False	False	0.46845565578421444	2098.0		False
chr2L	170000	172000	chr2L	False	1.5008958471096354	144.0		False	False	0.8718368529315144	592.0		False	False	0.4411655950018221	2098.0		False
chr2L	172000	174000	chr2L	False	1.5190731362364365	144.0		False	False	0.9032287606931083	593.0		False	False	0.46561621421691846	2107.0		False
chr2L	174000	176000	chr2L	False	1.5406301907837827	144.0		False	False	0.9286136020796063	600.0		False	False	0.4836985337759676	2115.0		False
chr2L	176000	178000	chr2L	False	1.514550239965232	144.0		False	False	0.9239201867921218	605.0		False	False	0.4798326423378815	2127.0		False
chr2L	178000	180000	chr2L	False	1.4705268313627022	144.0		False	False	0.9005161921893728	607.0		False	False	0.46700039772828916	2134.0		False
chr2L	180000	182000	chr2L	False	1.3191907773258003	144.0		False	False	0.8020042870852607	610.0		False	False	0.403766784802945	2135.0		False
chr2L	182000	184000	chr2L	False	0.9883433647499158	144.0		False	False	0.6297537774984703	612.0		False	False	0.29276197278969235	2147.0		False
chr2L	184000	186000	chr2L	False	0.738667341771141	144.0	0.8580574110835678	True	False	0.5108344212180047	618.0	0.5490150401198939	True	False	0.22874521508258552	2160.0	0.3221451421320416	True
chr2L	186000	188000	chr2L	False	0.8344059930441842	144.0		False	False	0.6066696018472473	618.0		False	False	0.28696310218752735	2172.0		False
chr2L	188000	190000	chr2L	False	1.0172535911245804	144.0		False	False	0.7261177076616528	618.0		False	False	0.3695696212440762	2188.0		False
chr2L	190000	192000	chr2L	False	1.1285555399237954	144.0		False	False	0.8129638263973267	618.0		False	False	0.4283736190877312	2193.0		False
chr2L	192000	194000	chr2L	False	1.2337179563360805	144.0		False	False	0.8788338956214932	621.0		False	False	0.48000478330987484	2193.0		False
chr2L	194000	196000	chr2L	False	1.310271459637278	144.0		False	False	0.9446836229067938	623.0		False	False	0.523935639451693	2208.0		False
chr2L	196000	198000	chr2L	False	1.2879813089801657	144.0		False	False	0.9637065903693773	623.0		False	False	0.5278303377597731	2207.0		False
chr2L	198000	200000	chr2L	False	1.2816575720169812	144.0		False	False	0.98147953021543	622.0		False	False	0.5309427264189988	2213.0		False
chr2L	200000	202000	chr2L	False	1.2192316224360003	144.0		False	False	0.9756510121187596	622.0		False	False	0.5169812559066822	2215.0		False
chr2L	202000	204000	chr2L	False	1.0899899665678816	144.0		False	False	0.9132804833469509	623.0		False	False	0.47552688377186425	2219.0		False
chr2L	204000	206000	chr2L	False	1.0062499315373707	144.0		False	False	0.8694208246609507	623.0	0.11205870555447928	True	False	0.46086251916701926	2211.0		False
chr2L	206000	208000	chr2L	False	1.0399118158492218	144.0		False	False	0.88857093968597	623.0		False	False	0.4831196657481165	2206.0		False
chr2L	208000	210000	chr2L	False	0.9920664507926332	144.0	0.31820500884464475	True	False	0.8747241185556105	622.0		False	False	0.48088007133529653	2201.0		False
chr2L	210000	212000	chr2L	False	1.1339014662313087	144.0		False	False	0.9585177909473425	623.0		False	False	0.5497922423030284	2187.0		False
chr2L	212000	214000	chr2L	False	1.2282039636635753	144.0		False	False	0.998831927462164	623.0		False	False	0.5973095818662466	2175.0		False
chr2L	214000	216000	chr2L	False	1.2653413559419062	144.0		False	False	1.0155190235539737	624.0		False	False	0.6145702572904659	2173.0		False
chr2L	216000	218000	chr2L	False	1.2663665434363798	144.0		False	False	0.9997826745916574	622.0		False	False	0.6087580376956576	2168.0		False
chr2L	218000	220000	chr2L	False	1.3052923518792017	144.0		False	False	1.0095951102025726	622.0		False	False	0.6234996653394685	2163.0		False
chr2L	220000	222000	chr2L	False	1.3949686242125594	144.0		False	False	1.0493949022157913	620.0		False	False	0.6551091926601291	2154.0		False
chr2L	222000	224000	chr2L	False	1.4928159476107041	144.0		False	False	1.1019495896752858	621.0		False	False	0.6870584427821855	2147.0		False
chr2L	224000	226000	chr2L	False	1.5656225487846174	144.0		False	False	1.1454092376703	620.0		False	False	0.7027937804395625	2153.0		False
chr2L	226000	228000	chr2L	False	1.5728915955354503	144.0		False	False	1.1470205644009326	620.0		False	False	0.7004901241024195	2143.0		False
chr2L	228000	230000	chr2L	False	1.5967247528547088	144.0		False	False	1.1649968418570522	619.0		False	False	0.6995620294032792	2148.0		False
chr2L	230000	232000	chr2L	False	1.5745479620100342	144.0		False	False	1.1534479347067699	620.0		False	False	0.6930558285058098	2129.0		False
chr2L	232000	234000	chr2L	False	1.5397825438493578	144.0		False	False	1.142305465032857	620.0		False	False	0.6835696048187356	2125.0		False
chr2L	234000	236000	chr2L	False	1.4696369654650128	144.0		False	False	1.1013367527275753	620.0		False	False	0.6576001782744078	2117.0		False
chr2L	236000	238000	chr2L	False	1.3926231594773115	144.0		False	False	1.0458763885306843	621.0		False	False	0.6219526481639772	2102.0		False
chr2L	238000	240000	chr2L	False	1.248838498137962	144.0		False	False	0.941357307465514	621.0		False	False	0.5560295744079904	2086.0		False
chr2L	240000	242000	chr2L	False	1.1355855462368065	144.0		False	False	0.8405916231974713	623.0		False	False	0.48935489450349645	2078.0		False
chr2L	242000	244000	chr2L	False	1.0010244404308983	144.0		False	False	0.7408994404822364	622.0		False	False	0.4176026200485839	2075.0		False
chr2L	244000	246000	chr2L	False	0.89498541267225	144.0		False	False	0.6473270120404093	621.0		False	False	0.3498010689970844	2073.0		False
chr2L	246000	248000	chr2L	False	0.8830044853458034	144.0		False	False	0.6230129552977803	619.0		False	False	0.31988127394164756	2052.0		False
chr2L	248000	250000	chr2L	False	0.9512119771512417	144.0		False	False	0.636653141903734	620.0		False	False	0.3093505937363501	2045.0		False
chr2L	250000	252000	chr2L	False	0.475189643556877	144.0		False	False	0.371635605874449	619.0		False	False	0.12412617210434536	2007.0		False
chr2L	252000	254000	chr2L	False	0.19466997372672837	144.0	0.7713691202458781	True	False	0.22177426216432336	617.0	0.2865155775736553	True	False	0.03597524855571566	1962.0	0.25481540216531995	True
chr2L	254000	256000	chr2L	False	0.404778147470565	144.0		False	False	0.2955952173832427	616.0		False	False	0.10936976895093065	1919.0		False
chr2L	256000	258000	chr2L	False	0.5175670790888202	144.0		False	False	0.3416996785866827	617.0		False	False	0.14640614860349102	1903.0		False
chr2L	258000	260000	chr2L	False	0.7588400937889689	144.0		False	False	0.44692855623815686	612.0		False	False	0.22055183237438894	1905.0		False
chr2L	260000	262000	chr2L	False	0.89100281513723	144.0		False	False	0.5064902713260364	607.0		False	False	0.26594121255055914	1897.0		False
chr2L	262000	264000	chr2L	False	0.952167931934461	144.0		False	False	0.5082898397379787	605.0		False	False	0.2907906507210356	1861.0		False
chr2L	264000	266000	chr2L	False	0.9416174281052753	144.0		False	False	0.4702376536195242	605.0		False	False	0.28903318675093415	1827.0		False
chr2L	266000	268000	chr2L	False	0.9144081834757319	144.0		False	False	0.4287373860043695	604.0		False	False	0.275822857403822	1802.0		False
chr2L	268000	270000	chr2L	False	0.8566993589394449	144.0		False	False	0.37241294587570206	602.0		False	False	0.2394116675778138	1797.0		False
chr2L	270000	272000	chr2L	False	0.7360795472819852	144.0		False	False	0.2926585920090277	593.0		False	False	0.17663686808387533	1792.0		False
chr2L	272000	274000	chr2L	False	0.587320727509656	144.0	0.364847204424805	True	False	0.21882156218984308	590.0	0.24851449183680027	True	False	0.12811467259641057	1782.0	0.1238170443633052	True
chr2L	274000	276000	chr2L	False	0.6951732409428033	144.0		False	False	0.3000257768498286	585.0		False	False	0.16643308535515608	1789.0		False
chr2L	276000	278000	chr2L	False	0.8288214757244492	143.0		False	False	0.3911643735412394	582.0		False	False	0.2195508485017463	1788.0		False
chr2L	278000	280000	chr2L	False	0.7895066212815641	143.0		False	False	0.36714793165484555	584.0		False	False	0.19345966106432924	1785.0		False
chr2L	280000	282000	chr2L	False	0.9371585580005415	143.0		False	False	0.46733605402664335	582.0		False	False	0.2519317169597158	1785.0		False
chr2L	282000	284000	chr2L	False	0.8960627225102509	143.0		False	False	0.4111793421464737	584.0		False	False	0.20113435015464537	1798.0		False
chr2L	284000	286000	chr2L	False	0.8416918965889191	143.0		False	False	0.35523252975683206	587.0		False	False	0.150306812351075	1804.0		False
chr2L	286000	288000	chr2L	False	0.8305674459737197	143.0	0.10659111202682181	True	False	0.33463067629068266	586.0		False	False	0.1266603470649996	1819.0		False
chr2L	288000	290000	chr2L	False	0.9660390939726065	143.0		False	False	0.4129831002592835	590.0		False	False	0.17942682878960023	1826.0		False
chr2L	290000	292000	chr2L	False	0.9139599270368081	143.0		False	False	0.3681337429426875	591.0		False	False	0.15218630049095738	1830.0		False
chr2L	292000	294000	chr2L	False	0.6479690314794035	144.0		False	False	0.19513439468040691	594.0		False	False	0.03799336973342262	1840.0		False
chr2L	294000	296000	chr2L	False	0.2889905395501009	144.0		False	False	-0.037291772358873196	595.0		False	False	-0.11190590632162536	1854.0		False
chr2L	296000	298000	chr2L	False	0.29145770974221646	143.0		False	False	-0.03282425578730269	601.0		False	False	-0.10453268963078546	1859.0		False
chr2L	298000	300000	chr2L	False	0.1780918567279367	143.0	0.3687736593733738	True	False	-0.08410388706075089	605.0	1.249100728917803	True	False	-0.13338637069747245	1862.0	0.836180151137035	True
chr2L	300000	302000	chr2L	False	0.43426894840174296	144.0		False	False	0.12318075173571247	584.0		False	False	-0.014898819952233732	1872.0		False
chr2L	302000	304000	chr2L	False	0.5468655161013105	143.0		False	False	0.23188762296795504	564.0		False	False	0.052162725968302265	1884.0		False
chr2L	304000	306000	chr2L	False	0.4217980016273092	143.0		False	False	0.19977123913229433	542.0		False	False	0.044453517059763976	1900.0		False
chr2L	306000	308000	chr2L	False	-0.06674977604497055	144.0	1.8124178225956713	True	False	-0.06803975004329994	537.0	0.299927373011255	True	False	-0.049462771227358954	1915.0	0.10162549719566122	True
chr2L	308000	310000	chr2L	False	0.2139275905760733	144.0		False	False	0.18370738206842546	538.0		False	False	0.13258848632143702	1933.0		False
chr2L	310000	312000	chr2L	False	0.4351808922000529	144.0		False	False	0.32820332611592395	538.0		False	False	0.2664006721116326	1950.0		False
chr2L	312000	314000	chr2L	False	0.5889606197474804	144.0		False	False	0.47767869646061323	519.0		False	False	0.3901880746601102	1956.0		False
chr2L	314000	316000	chr2L	False	0.6970752781871781	144.0		False	False	0.614914102541873	494.0		False	False	0.5010859855825367	1957.0		False
chr2L	316000	318000	chr2L	False	0.8419900704616169	144.0		False	False	0.7283438287415949	477.0		False	False	0.5942255044702593	1965.0		False
chr2L	318000	320000	chr2L	False	0.9661163116913127	144.0		False	False	0.803409411662031	477.0		False	False	0.6701619732200832	1973.0		False
chr2L	320000	322000	chr2L	False	1.0905688971699075	144.0		False	False	0.8804645291113605	478.0		False	False	0.7356888910878568	1996.0		False
chr2L	322000	324000	chr2L	False	1.1849439029065696	144.0		False	False	0.9574397104514455	480.0		False	False	0.7917502304481908	2008.0		False
chr2L	324000	326000	chr2L	False	1.2555655675471429	144.0		False	False	1.0247296996567448	482.0		False	False	0.8402462788022935	2014.0		False
chr2L	326000	328000	chr2L	False	1.3452918367734177	132.0		False	False	1.080897982298858	486.0		False	False	0.8807128685390726	2020.0		False
chr2L	328000	330000	chr2L	False	1.3960930942935614	120.0		False	False	1.1129605076977593	489.0		False	False	0.8987229116840112	2032.0		False
chr2L	330000	332000	chr2L	False	1.4692660259517747	108.0		False	False	1.1441039434130433	492.0		False	False	0.9192868088449452	2039.0		False
chr2L	332000	334000	chr2L	False	1.3531208769698169	108.0		False	False	1.1869000880577445	493.0		False	False	0.9455130125614855	2040.0		False
chr2L	334000	336000	chr2L	False	1.2946962154050512	108.0		False	False	1.216872983320542	496.0		False	False	0.9543273090310808	2046.0		False
chr2L	336000	338000	chr2L	False	1.2484062040524189	108.0		False	False	1.2742893030099338	494.0		False	False	0.9707422721088407	2052.0		False
chr2L	338000	340000	chr2L	False	1.1988707062392236	101.0		False	False	1.3027815844417496	496.0		False	False	0.984997673940009	2054.0		False
chr2L	340000	342000	chr2L	False	1.222510356024725	90.0		False	False	1.3467824444407108	497.0		False	False	0.9963198586852069	2069.0		False
chr2L	342000	344000	chr2L	False	1.0516484852290042	89.0		False	False	1.3684305742915426	498.0		False	False	0.9930428361221209	2087.0		False
chr2L	344000	346000	chr2L	False	1.046073481724928	90.0	0.15194276938909934	True	False	1.3989624269536995	500.0		False	False	0.9908289372728507	2105.0		False
chr2L	346000	348000	chr2L	False	1.1179315221392532	89.0		False	False	1.4293139378420157	505.0		False	False	0.991945312814913	2119.0		False
chr2L	348000	350000	chr2L	False	1.061274887203767	90.0		False	False	1.4223936965898043	508.0		False	False	0.9819432457264661	2128.0		False
chr2L	350000	352000	chr2L	False	1.0902550846773964	95.0		False	False	1.4451506293544703	512.0		False	False	0.9780403833090932	2144.0		False
chr2L	352000	354000	chr2L	False	1.130245868225996	96.0		False	False	1.4672634018122652	515.0		False	False	0.9784940886684033	2151.0		False
chr2L	354000	356000	chr2L	False	1.1980162511140273	95.0		False	False	1.4971716256124934	515.0		False	False	0.9823915145461489	2152.0		False
chr2L	356000	358000	chr2L	False	1.1592229144565673	95.0		False	False	1.4820815771087987	514.0		False	False	0.980505918809124	2143.0		False
chr2L	358000	360000	chr2L	False	0.8303764111428145	95.0		False	False	1.3796153342859883	514.0		False	False	0.9309898692477513	2147.0		False
chr2L	360000	362000	chr2L	False	0.7568354644700657	96.0		False	False	1.3617516898896316	516.0		False	False	0.933873707454334	2147.0		False
chr2L	362000	364000	chr2L	False	0.7229761590179156	95.0		False	False	1.3351369577541345	515.0		False	False	0.9330272413201188	2152.0		False
chr2L	364000	366000	chr2L	False	0.6209722991013864	92.0		False	False	1.3093935914582628	511.0		False	False	0.9376185122334707	2149.0		False
chr2L	366000	368000	chr2L	False	0.5256867574368824	92.0	0.8630904616523081	True	False	1.2767950656309677	511.0		False	False	0.9408858505983216	2153.0		False
chr2L	368000	370000	chr2L	False	0.8089052496944615	92.0		False	False	1.30643296794421	510.0		False	False	0.9772695149772946	2154.0		False
chr2L	370000	372000	chr2L	False	1.0425105272976674	93.0		False	False	1.3239902518771818	510.0		False	False	1.0050090617285459	2154.0		False
chr2L	372000	374000	chr2L	False	1.2044862068174949	93.0		False	False	1.3292511283757744	505.0		False	False	1.0190284475064806	2154.0		False
chr2L	374000	376000	chr2L	False	1.2742087387119352	104.0		False	False	1.3162229077817478	503.0		False	False	1.0196104382165718	2158.0		False
chr2L	376000	378000	chr2L	False	1.2959315923466883	116.0		False	False	1.296212501862594	501.0		False	False	1.0096320762310014	2159.0		False
chr2L	378000	380000	chr2L	False	1.2712302812380283	127.0		False	False	1.2525954828453607	500.0		False	False	0.9835259381081216	2157.0		False
chr2L	380000	382000	chr2L	False	1.3887772190891905	127.0		False	False	1.2224131820458712	499.0		False	False	0.9703195658463352	2145.0		False
chr2L	382000	384000	chr2L	False	1.3820900140092696	127.0		False	False	1.1985419705971991	497.0		False	False	0.9510456228574781	2138.0		False
chr2L	384000	386000	chr2L	False	1.3599841376245276	124.0		False	False	1.1419325631979576	496.0		False	False	0.924098568175145	2115.0		False
chr2L	386000	388000	chr2L	False	1.2998699383055665	131.0		False	False	1.0923213739589286	494.0		False	False	0.885440296898331	2104.0		False
chr2L	388000	390000	chr2L	False	1.1887491845916078	143.0		False	False	1.0320838087212019	495.0		False	False	0.8492369379966301	2093.0		False
chr2L	390000	392000	chr2L	False	1.1403464581949658	144.0		False	False	0.9441529025067521	494.0		False	False	0.8017207463379417	2072.0		False
chr2L	392000	394000	chr2L	False	1.0302877982320437	144.0		False	False	0.8712154244889971	491.0		False	False	0.748927174409407	2053.0		False
chr2L	394000	396000	chr2L	False	0.8323306701628574	144.0		False	False	0.7409633504482863	489.0		False	False	0.6656842818559141	2026.0		False
chr2L	396000	398000	chr2L	False	0.7553540987675108	143.0		False	False	0.6549316462330359	487.0		False	False	0.5986752082858242	2019.0		False
chr2L	398000	400000	chr2L	False	0.6128786170550498	143.0		False	False	0.5343695374153905	485.0		False	False	0.5305008333572837	1995.0		False
chr2L	400000	402000	chr2L	False	0.49716465106669205	143.0		False	False	0.40461400326649544	509.0		False	False	0.4395589345730031	1978.0		False
chr2L	402000	404000	chr2L	False	0.335406128305228	143.0		False	False	0.24696879912505854	533.0		False	False	0.3275084017550937	1958.0		False
chr2L	404000	406000	chr2L	False	0.08870780045264683	143.0	1.3805582254991278	True	False	0.023484237130734865	557.0	1.4736873884817585	True	False	0.17438949050999322	1934.0	0.21868873644789596	True
chr2L	406000	408000	chr2L	False	0.6463948959812931	144.0		False	False	0.3248979106857098	559.0		False	False	0.2976504677657558	1913.0		False
chr2L	408000	410000	chr2L	False	0.9121174116921253	144.0		False	False	0.4753941205803788	559.0		False	False	0.3624158191940486	1896.0		False
chr2L	410000	412000	chr2L	False	1.020902905990022	144.0		False	False	0.5701699376350032	558.0		False	False	0.3930782269578892	1875.0		False
chr2L	412000	414000	chr2L	False	0.943541449338505	144.0		False	False	0.5072127749014548	577.0		False	False	0.3430070751053066	1873.0		False
chr2L	414000	416000	chr2L	False	0.7581114599144461	144.0		False	False	0.38480040125767717	602.0		False	False	0.2707537360645186	1859.0		False
chr2L	416000	418000	chr2L	False	0.7103197846966686	144.0		False	False	0.34941904119860995	620.0		False	False	0.2581194720722564	1839.0		False
