col_index,pct_conserved,nongap_n
143,75.0,4
144,75.0,4
145,75.0,4
146,75.0,4
147,75.0,4
148,75.0,4
149,75.0,4
150,75.0,4
151,75.0,4
152,75.0,4
153,75.0,4
154,75.0,4
155,100.0,4
156,75.0,4
157,75.0,4
158,75.0,4
159,75.0,4
160,50.0,4
161,75.0,4
162,75.0,4
163,75.0,4
164,100.0,4
165,50.0,4
166,75.0,4
167,75.0,4
168,75.0,4
169,75.0,4
170,75.0,4
171,75.0,4
172,75.0,4
173,75.0,4
174,75.0,4
175,75.0,4
176,75.0,4
177,75.0,4
178,75.0,4
179,75.0,4
180,75.0,4
181,75.0,4
182,75.0,4
183,75.0,4
184,100.0,4
185,75.0,4
186,75.0,4
187,100.0,4
188,75.0,4
189,75.0,4
190,60.0,5
191,60.0,5
192,94.11764705882354,17
193,52.94117647058823,17
194,58.8235294117647,17
195,100.0,3
196,100.0,3
197,100.0,3
198,100.0,3
199,100.0,3
200,100.0,3
201,100.0,3
202,100.0,3
203,66.66666666666667,3
204,100.0,3
205,100.0,3
206,100.0,3
207,66.66666666666667,3
208,100.0,3
209,100.0,3
210,100.0,3
211,100.0,3
212,100.0,3
213,100.0,3
214,66.66666666666667,3
215,100.0,3
216,100.0,3
217,100.0,3
218,100.0,3
219,100.0,3
220,100.0,3
221,100.0,3
222,100.0,3
223,100.0,3
224,100.0,3
225,100.0,3
226,100.0,3
227,100.0,3
228,100.0,3
229,100.0,3
230,100.0,3
231,100.0,3
232,100.0,3
233,100.0,3
234,100.0,3
235,100.0,3
236,100.0,3
237,100.0,3
238,100.0,3
239,100.0,3
240,100.0,3
241,100.0,3
242,66.66666666666667,3
243,100.0,3
244,100.0,3
245,100.0,3
246,100.0,3
247,100.0,3
248,100.0,3
249,100.0,3
250,100.0,3
251,100.0,3
252,100.0,3
253,100.0,3
254,100.0,3
255,100.0,3
256,100.0,3
257,100.0,3
258,100.0,3
259,100.0,3
260,100.0,3
261,100.0,3
262,100.0,3
263,100.0,3
264,100.0,3
265,100.0,3
266,100.0,3
267,100.0,3
268,66.66666666666667,3
269,100.0,3
270,100.0,3
271,100.0,3
272,100.0,3
273,100.0,3
274,100.0,3
275,100.0,3
276,100.0,3
277,100.0,3
278,100.0,3
279,100.0,3
280,100.0,3
281,100.0,3
282,100.0,3
283,100.0,3
284,100.0,3
285,100.0,3
286,100.0,3
287,100.0,3
288,100.0,3
289,100.0,3
290,66.66666666666667,3
291,100.0,3
292,100.0,2
293,100.0,3
294,100.0,3
295,100.0,3
296,100.0,3
297,66.66666666666667,3
298,100.0,3
299,100.0,3
300,100.0,3
301,100.0,3
302,100.0,3
303,100.0,3
304,100.0,3
305,100.0,3
306,100.0,3
307,100.0,3
308,100.0,3
309,100.0,3
310,100.0,3
311,66.66666666666667,3
312,100.0,3
313,100.0,3
314,100.0,3
315,100.0,3
316,,0
317,,0
318,,0
319,,0
320,,0
321,,0
322,,0
323,,0
324,,0
325,,0
326,,0
327,,0
328,,0
329,,0
330,,0
331,,0
332,,0
333,,0
334,,0
335,,0
336,,0
337,,0
338,,0
339,,0
340,76.47058823529412,17
341,70.58823529411765,17
342,52.94117647058823,17
343,70.58823529411765,17
344,88.23529411764706,17
345,100.0,1
346,58.8235294117647,17
347,64.70588235294117,17
348,,0
349,,0
350,,0
351,,0
352,,0
353,,0
354,,0
355,,0
356,,0
357,,0
358,,0
359,,0
360,,0
361,,0
362,,0
363,,0
364,,0
365,,0
366,,0
367,,0
368,,0
369,52.94117647058823,17
370,70.58823529411765,17
371,52.94117647058823,17
372,81.25,16
373,75.0,16
374,50.0,16
375,75.0,16
376,75.0,16
377,75.0,16
378,75.0,16
379,75.0,16
380,75.0,16
381,75.0,16
382,100.0,16
383,,0
384,,0
385,,0
386,,0
387,,0
388,,0
389,,0
390,,0
391,,0
392,100.0,1
393,100.0,1
394,100.0,1
395,100.0,1
396,76.47058823529412,17
397,82.3529411764706,17
398,52.94117647058823,17
399,47.05882352941177,17
400,52.94117647058823,17
401,52.94117647058823,17
402,47.05882352941177,17
403,58.8235294117647,17
404,41.1764705882353,17
405,41.1764705882353,17
406,35.294117647058826,17
407,47.05882352941177,17
408,53.333333333333336,15
409,,0
410,,0
411,,0
412,,0
413,,0
414,,0
415,,0
416,,0
417,,0
418,,0
419,,0
420,,0
421,,0
422,,0
423,,0
424,,0
425,,0
426,,0
427,,0
428,,0
429,,0
430,,0
431,,0
432,,0
433,,0
434,,0
435,,0
436,,0
437,,0
438,,0
439,,0
440,,0
441,,0
442,,0
443,,0
444,,0
445,,0
446,,0
447,,0
448,,0
449,,0
450,,0
451,,0
452,,0
453,,0
454,,0
455,,0
456,,0
457,,0
458,,0
459,,0
460,,0
461,,0
462,,0
463,,0
464,,0
465,,0
466,,0
467,,0
468,,0
469,,0
470,,0
471,,0
472,,0
473,,0
474,,0
475,,0
476,,0
477,,0
478,,0
479,,0
480,,0
481,,0
482,,0
483,,0
484,,0
485,,0
486,70.58823529411765,17
487,52.94117647058823,17
488,64.70588235294117,17
489,56.25,16
490,37.5,16
491,62.5,16
492,81.25,16
493,56.25,16
494,50.0,16
495,62.5,16
496,50.0,6
497,60.0,5
498,60.0,5
499,60.0,5
500,100.0,4
501,75.0,4
502,75.0,4
503,75.0,4
504,75.0,4
505,75.0,4
506,100.0,3
507,66.66666666666667,3
508,100.0,3
509,100.0,3
510,100.0,3
511,100.0,3
512,100.0,3
513,100.0,3
514,100.0,3
515,100.0,3
516,100.0,3
517,100.0,3
518,100.0,3
519,100.0,3
520,100.0,3
521,100.0,3
522,70.58823529411765,17
523,70.58823529411765,17
524,,0
525,,0
526,,0
527,64.70588235294117,17
528,52.94117647058823,17
529,,0
530,,0
531,,0
532,,0
533,,0
534,,0
535,,0
536,,0
537,,0
538,,0
539,,0
540,,0
541,,0
542,,0
543,,0
544,,0
545,,0
546,,0
547,,0
548,,0
549,,0
550,,0
551,,0
552,,0
553,,0
554,,0
555,,0
556,,0
557,,0
558,,0
559,,0
560,,0
561,,0
562,,0
563,,0
564,,0
565,,0
566,,0
567,,0
568,,0
569,,0
570,,0
571,,0
572,,0
573,,0
574,,0
575,,0
576,,0
577,,0
578,64.70588235294117,17
579,70.58823529411765,17
580,76.47058823529412,17
581,64.70588235294117,17
582,70.58823529411765,17
583,76.47058823529412,17
584,82.3529411764706,17
585,64.70588235294117,17
586,94.11764705882354,17
587,76.47058823529412,17
588,76.47058823529412,17
589,70.58823529411765,17
590,76.47058823529412,17
591,76.47058823529412,17
592,100.0,3
593,100.0,3
594,100.0,3
595,100.0,3
596,100.0,3
597,100.0,3
598,100.0,3
599,100.0,3
600,100.0,3
601,100.0,3
602,100.0,3
603,100.0,3
604,100.0,3
605,100.0,3
606,100.0,2
607,50.0,2
608,76.47058823529412,17
609,76.47058823529412,17
610,76.47058823529412,17
611,88.23529411764706,17
612,70.58823529411765,17
613,76.47058823529412,17
614,50.0,4
615,75.0,4
616,75.0,4
617,75.0,4
618,75.0,4
619,68.75,16
620,68.75,16
621,75.0,4
622,75.0,4
623,75.0,4
624,75.0,4
625,50.0,4
626,75.0,4
627,75.0,4
628,75.0,4
629,75.0,4
630,75.0,4
631,100.0,3
632,76.47058823529412,17
633,29.41176470588235,17
634,58.8235294117647,17
635,52.94117647058823,17
636,35.294117647058826,17
637,64.70588235294117,17
638,52.94117647058823,17
639,47.05882352941177,17
640,52.94117647058823,17
641,41.1764705882353,17
642,93.33333333333333,15
643,,0
644,,0
645,,0
646,100.0,1
647,100.0,1
648,100.0,1
649,100.0,1
650,100.0,1
651,100.0,1
652,100.0,1
653,100.0,1
654,100.0,1
655,100.0,1
656,100.0,1
657,100.0,1
658,82.3529411764706,17
659,76.47058823529412,17
660,100.0,3
661,100.0,3
662,100.0,3
663,100.0,3
664,100.0,3
665,100.0,3
666,100.0,3
667,100.0,3
668,100.0,3
669,100.0,3
670,100.0,3
671,100.0,3
672,100.0,3
673,100.0,3
674,94.11764705882354,17
675,76.47058823529412,17
676,100.0,17
677,100.0,17
678,100.0,17
679,,0
680,,0
681,,0
682,100.0,17
683,76.47058823529412,17
684,76.47058823529412,17
685,100.0,17
686,76.47058823529412,17
687,76.47058823529412,17
688,100.0,17
689,100.0,17
690,76.47058823529412,17
691,75.0,4
692,75.0,4
693,100.0,4
694,100.0,4
695,75.0,4
696,75.0,4
697,100.0,4
698,75.0,4
699,75.0,4
700,75.0,4
701,100.0,4
702,100.0,4
703,100.0,4
704,100.0,4
705,100.0,3
706,100.0,3
707,,0
708,,0
709,,0
710,100.0,3
711,100.0,3
712,100.0,3
713,100.0,3
714,100.0,3
715,100.0,3
716,100.0,3
717,100.0,3
718,100.0,3
719,100.0,3
720,100.0,3
721,100.0,3
722,100.0,3
723,100.0,3
724,100.0,3
725,100.0,3
726,100.0,3
727,100.0,3
728,100.0,3
729,100.0,3
730,100.0,3
731,82.3529411764706,17
732,58.8235294117647,17
733,60.0,5
734,60.0,5
735,60.0,5
736,64.70588235294117,17
737,70.58823529411765,17
738,75.0,4
739,76.47058823529412,17
740,88.23529411764706,17
741,76.47058823529412,17
742,76.47058823529412,17
743,,0
744,,0
745,,0
746,,0
747,,0
748,,0
749,,0
750,,0
751,,0
752,,0
753,,0
754,,0
755,,0
756,,0
757,,0
758,,0
759,,0
760,,0
761,,0
762,,0
763,,0
764,,0
765,,0
766,,0
767,,0
768,,0
769,,0
770,,0
771,,0
772,,0
773,,0
774,,0
775,76.47058823529412,17
776,94.11764705882354,17
777,76.47058823529412,17
778,75.0,4
779,75.0,4
780,75.0,4
781,75.0,4
782,75.0,4
783,75.0,4
784,75.0,4
785,92.3076923076923,13
786,69.23076923076923,13
787,80.0,15
788,66.66666666666667,15
789,71.42857142857143,14
790,46.666666666666664,15
791,75.0,16
792,75.0,16
793,88.23529411764706,17
794,64.70588235294117,17
795,,0
796,,0
797,,0
798,,0
799,,0
800,,0
801,,0
802,,0
803,,0
804,,0
805,64.70588235294117,17
806,82.3529411764706,17
807,64.70588235294117,17
808,70.58823529411765,17
809,82.3529411764706,17
810,82.3529411764706,17
811,100.0,17
812,100.0,3
813,100.0,3
814,100.0,3
815,100.0,3
816,100.0,3
817,100.0,3
818,100.0,3
819,100.0,3
820,100.0,3
821,100.0,4
822,75.0,4
823,75.0,4
824,75.0,4
825,75.0,4
826,64.70588235294117,17
827,82.3529411764706,17
828,58.8235294117647,17
829,58.8235294117647,17
830,82.3529411764706,17
831,64.70588235294117,17
832,58.8235294117647,17
833,100.0,1
834,100.0,1
835,100.0,1
836,100.0,1
837,100.0,1
838,100.0,1
839,100.0,1
840,100.0,1
841,100.0,1
842,100.0,1
843,100.0,1
844,100.0,1
845,100.0,1
846,100.0,1
847,100.0,1
848,100.0,1
849,100.0,1
850,100.0,1
851,100.0,1
852,100.0,1
853,100.0,1
854,100.0,1
855,100.0,1
856,100.0,1
857,100.0,1
858,100.0,1
859,100.0,1
860,100.0,1
861,100.0,1
862,100.0,1
863,100.0,1
864,100.0,1
865,100.0,1
866,100.0,1
867,66.66666666666667,15
868,66.66666666666667,15
869,100.0,3
870,100.0,3
871,100.0,3
872,100.0,3
873,100.0,3
874,64.70588235294117,17
875,58.8235294117647,17
876,58.8235294117647,17
877,70.58823529411765,17
878,41.1764705882353,17
879,64.70588235294117,17
880,70.58823529411765,17
881,70.58823529411765,17
882,76.47058823529412,17
883,52.94117647058823,17
884,75.0,4
885,100.0,17
886,,0
887,,0
888,,0
889,,0
890,,0
891,,0
892,76.47058823529412,17
893,,0
894,,0
895,,0
896,,0
897,,0
898,,0
899,,0
900,,0
901,,0
902,,0
903,,0
904,,0
905,,0
906,,0
907,,0
908,,0
909,,0
910,,0
911,,0
912,100.0,17
913,100.0,17
914,100.0,17
915,100.0,17
916,100.0,17
917,100.0,17
918,,0
919,,0
920,,0
921,,0
922,94.11764705882354,17
923,100.0,17
924,,0
925,,0
926,,0
927,76.47058823529412,17
928,100.0,17
929,100.0,17
930,,0
931,,0
932,100.0,17
933,100.0,17
934,,0
935,,0
936,100.0,17
937,100.0,17
938,76.47058823529412,17
939,100.0,17
940,100.0,17
941,,0
942,,0
943,,0
944,,0
945,,0
946,100.0,17
947,82.3529411764706,17
948,94.11764705882354,17
949,92.85714285714286,14
950,100.0,1
951,100.0,1
952,100.0,1
953,100.0,1
954,100.0,1
955,64.70588235294117,17
956,100.0,17
957,70.58823529411765,17
958,100.0,1
959,100.0,1
960,100.0,1
961,100.0,1
962,100.0,1
963,100.0,1
964,100.0,1
965,100.0,1
966,100.0,1
967,100.0,1
968,100.0,1
969,100.0,1
970,100.0,1
971,100.0,1
972,100.0,1
973,100.0,1
974,100.0,1
975,100.0,1
976,,0
977,,0
978,58.8235294117647,17
979,70.58823529411765,17
980,76.47058823529412,17
981,47.05882352941177,17
982,64.70588235294117,17
983,100.0,1
984,100.0,1
985,50.0,2
986,50.0,2
987,50.0,2
988,33.333333333333336,3
989,100.0,2
990,33.333333333333336,3
991,66.66666666666667,3
992,66.66666666666667,3
993,66.66666666666667,3
994,33.333333333333336,3
995,50.0,6
996,50.0,6
997,33.333333333333336,6
998,40.0,5
999,40.0,5
1000,40.0,5
1001,40.0,5
1002,40.0,5
1003,40.0,5
1004,40.0,5
1005,40.0,5
1006,40.0,5
1007,60.0,5
1008,40.0,5
1009,57.142857142857146,7
1010,42.857142857142854,7
1011,57.142857142857146,7
1012,42.857142857142854,7
1013,64.70588235294117,17
1014,94.11764705882354,17
1015,58.8235294117647,17
1016,64.70588235294117,17
1017,41.1764705882353,17
1018,76.47058823529412,17
1019,70.58823529411765,17
1020,94.11764705882354,17
1021,100.0,17
1022,100.0,17
1023,100.0,17
1024,,0
1025,,0
1026,,0
1027,,0
1028,,0
1029,,0
1030,,0
1031,,0
1032,,0
1033,,0
1034,,0
1035,,0
1036,,0
1037,,0
1038,,0
1039,,0
1040,,0
1041,,0
1042,,0
1043,,0
1044,,0
1045,,0
1046,,0
1047,,0
1048,,0
1049,,0
1050,,0
1051,,0
1052,,0
1053,,0
1054,,0
1055,,0
1056,,0
1057,,0
1058,,0
1059,,0
1060,,0
1061,,0
1062,,0
1063,,0
1064,100.0,17
1065,82.3529411764706,17
1066,76.47058823529412,17
1067,100.0,1
1068,100.0,1
1069,94.11764705882354,17
1070,41.1764705882353,17
1071,94.11764705882354,17
1072,100.0,17
1073,100.0,4
1074,50.0,16
1075,70.58823529411765,17
1076,100.0,17
1077,52.94117647058823,17
1078,82.3529411764706,17
1079,100.0,17
1080,70.58823529411765,17
1081,94.11764705882354,17
1082,100.0,17
1083,100.0,17
1084,100.0,17
1085,58.8235294117647,17
1086,50.0,6
1087,100.0,3
1088,100.0,2
1089,66.66666666666667,3
1090,66.66666666666667,3
1091,66.66666666666667,3
1092,66.66666666666667,3
1093,66.66666666666667,3
1094,66.66666666666667,3
1095,66.66666666666667,3
1096,66.66666666666667,3
1097,66.66666666666667,3
1098,66.66666666666667,3
1099,66.66666666666667,3
1100,66.66666666666667,3
1101,66.66666666666667,3
1102,66.66666666666667,3
1103,66.66666666666667,3
1104,100.0,1
1105,,0
1106,,0
1107,,0
1108,,0
1109,,0
1110,,0
1111,,0
1112,,0
1113,,0
1114,,0
1115,,0
1116,,0
1117,,0
1118,,0
1119,,0
1120,,0
1121,,0
1122,,0
1123,,0
1124,,0
1125,,0
1126,,0
1127,,0
1128,,0
1129,,0
1130,,0
1131,,0
1132,,0
1133,,0
1134,,0
1135,,0
1136,,0
1137,,0
1138,,0
1139,,0
1140,76.47058823529412,17
1141,82.3529411764706,17
1142,58.8235294117647,17
1143,70.58823529411765,17
1144,,0
1145,,0
1146,,0
1147,,0
1148,,0
1149,,0
1150,94.11764705882354,17
1151,64.70588235294117,17
1152,,0
1153,100.0,17
1154,70.58823529411765,17
1155,100.0,17
1156,,0
1157,,0
1158,,0
1159,,0
1160,,0
1161,,0
1162,,0
1163,,0
1164,,0
1165,,0
1166,,0
1167,,0
1168,,0
1169,,0
1170,,0
1171,,0
1172,,0
1173,,0
1174,,0
1175,,0
1176,,0
1177,,0
1178,,0
1179,,0
1180,,0
1181,,0
1182,,0
1183,,0
1184,,0
1185,100.0,17
1186,100.0,17
1187,100.0,17
1188,100.0,17
1189,100.0,17
1190,94.11764705882354,17
1191,76.47058823529412,17
1192,76.47058823529412,17
1193,76.47058823529412,17
1194,82.3529411764706,17
1195,76.47058823529412,17
1196,100.0,17
1197,76.47058823529412,17
1198,100.0,17
1199,58.8235294117647,17
1200,100.0,17
1201,76.47058823529412,17
1202,70.58823529411765,17
1203,100.0,17
1204,100.0,17
1205,70.58823529411765,17
1206,76.47058823529412,17
1207,100.0,13
1208,70.58823529411765,17
1209,76.47058823529412,17
1210,100.0,17
1211,100.0,17
1212,100.0,17
1213,100.0,17
1214,100.0,17
1215,94.11764705882354,17
1216,82.3529411764706,17
1217,100.0,17
1218,100.0,17
1219,100.0,17
1220,100.0,17
1221,100.0,14
1222,71.42857142857143,14
1223,100.0,14
1224,100.0,14
1225,100.0,14
1226,100.0,14
1227,100.0,14
1228,100.0,14
1229,100.0,14
1230,100.0,14
1231,100.0,14
1232,100.0,14
1233,100.0,14
1234,100.0,14
1235,100.0,14
1236,100.0,14
1237,100.0,14
1238,100.0,14
1239,100.0,14
1240,100.0,14
1241,,0
1242,,0
1243,100.0,14
1244,100.0,14
1245,100.0,14
1246,100.0,14
1247,100.0,14
1248,100.0,14
1249,100.0,14
1250,,0
1251,100.0,14
1252,100.0,14
1253,100.0,14
1254,100.0,14
1255,100.0,14
1256,100.0,14
1257,,0
1258,,0
1259,100.0,14
1260,71.42857142857143,14
1261,100.0,14
1262,100.0,14
1263,100.0,14
1264,100.0,14
1265,71.42857142857143,14
1266,100.0,14
1267,100.0,14
1268,100.0,14
1269,100.0,14
1270,100.0,14
1271,100.0,14
1272,100.0,14
1273,100.0,14
1274,100.0,14
1275,100.0,14
1276,100.0,14
1277,100.0,14
1278,71.42857142857143,14
1279,100.0,14
1280,100.0,14
1281,,0
1282,100.0,14
1283,100.0,14
1284,100.0,17
1285,100.0,17
1286,70.58823529411765,17
1287,100.0,17
1288,100.0,17
1289,100.0,17
1290,100.0,17
1291,70.58823529411765,17
1292,,0
1293,,0
1294,76.47058823529412,17
1295,100.0,17
1296,100.0,17
1297,100.0,17
1298,100.0,17
1299,100.0,17
1300,100.0,17
1301,100.0,17
1302,100.0,17
1303,100.0,17
1304,100.0,17
1305,100.0,17
1306,100.0,17
1307,100.0,17
1308,100.0,17
1309,100.0,17
1310,100.0,17
1311,,0
1312,,0
1313,,0
1314,,0
1315,,0
1316,,0
1317,,0
1318,100.0,17
1319,76.47058823529412,17
1320,100.0,17
1321,100.0,17
1322,,0
1323,100.0,17
1324,100.0,17
1325,100.0,17
1326,100.0,17
1327,100.0,17
1328,100.0,17
1329,100.0,17
1330,100.0,17
1331,100.0,17
1332,100.0,17
1333,100.0,17
1334,100.0,17
1335,94.11764705882354,17
1336,100.0,17
1337,100.0,17
1338,100.0,17
1339,94.11764705882354,17
1340,94.11764705882354,17
1341,100.0,16
1342,100.0,16
1343,100.0,16
1344,100.0,16
1345,100.0,16
1346,100.0,16
1347,100.0,16
1348,100.0,16
1349,,0
1350,100.0,16
1351,100.0,16
1352,100.0,16
1353,100.0,16
1354,100.0,16
1355,100.0,16
1356,100.0,16
1357,100.0,16
1358,100.0,16
1359,75.0,16
1360,100.0,16
1361,100.0,16
1362,100.0,16
1363,100.0,16
1364,100.0,16
1365,100.0,16
1366,100.0,16
1367,100.0,16
1368,100.0,16
1369,100.0,16
1370,100.0,16
1371,100.0,16
1372,100.0,16
1373,100.0,16
1374,100.0,16
1375,100.0,16
1376,,0
1377,100.0,16
1378,100.0,16
1379,100.0,16
1380,,0
1381,100.0,16
1382,100.0,16
1383,100.0,16
1384,100.0,16
1385,100.0,16
1386,100.0,16
1387,100.0,16
1388,100.0,16
1389,75.0,16
1390,81.25,16
1391,100.0,16
1392,93.75,16
1393,100.0,16
1394,100.0,16
1395,100.0,16
1396,100.0,16
1397,100.0,16
1398,100.0,16
1399,100.0,17
1400,100.0,17
1401,100.0,16
1402,100.0,16
1403,100.0,16
1404,100.0,16
1405,75.0,16
1406,100.0,16
1407,100.0,16
1408,100.0,16
1409,100.0,16
1410,100.0,16
1411,81.25,16
1412,100.0,16
1413,100.0,16
1414,75.0,16
1415,100.0,16
1416,75.0,16
1417,100.0,16
1418,100.0,16
1419,100.0,16
1420,100.0,16
1421,100.0,16
1422,100.0,16
1423,75.0,16
1424,100.0,16
1425,100.0,16
1426,100.0,16
1427,100.0,16
1428,100.0,16
1429,100.0,16
1430,100.0,16
1431,100.0,16
1432,100.0,16
1433,100.0,16
1434,100.0,16
1435,100.0,16
1436,100.0,16
1437,,0
1438,,0
1439,,0
1440,,0
1441,,0
1442,,0
1443,,0
1444,,0
1445,,0
1446,,0
1447,,0
1448,,0
1449,,0
1450,,0
1451,,0
1452,,0
1453,,0
1454,,0
1455,,0
1456,,0
1457,,0
1458,,0
1459,,0
1460,,0
1461,,0
1462,,0
1463,,0
1464,100.0,16
1465,100.0,16
1466,100.0,16
1467,81.25,16
1468,68.75,16
1469,,0
1470,,0
1471,,0
1472,,0
1473,75.0,16
1474,100.0,16
1475,68.75,16
1476,75.0,16
1477,68.75,16
1478,81.25,16
1479,100.0,16
1480,100.0,16
1481,100.0,16
1482,100.0,16
1483,81.25,16
1484,81.25,16
1485,75.0,16
1486,100.0,16
1487,100.0,16
1488,100.0,16
1489,100.0,16
1490,100.0,16
1491,100.0,16
1492,100.0,16
1493,75.0,16
1494,100.0,16
1495,100.0,16
1496,100.0,16
1497,75.0,16
1498,75.0,16
1499,100.0,16
1500,81.25,16
1501,,0
1502,,0
1503,,0
1504,,0
1505,,0
1506,,0
1507,,0
1508,,0
1509,,0
1510,,0
1511,,0
1512,,0
1513,,0
1514,,0
1515,,0
1516,,0
1517,,0
1518,,0
1519,,0
1520,,0
1521,,0
1522,,0
1523,,0
1524,,0
1525,,0
1526,,0
1527,,0
1528,,0
1529,,0
1530,,0
1531,,0
1532,,0
1533,,0
1534,,0
1535,,0
1536,,0
1537,,0
1538,,0
1539,,0
1540,,0
1541,,0
1542,,0
1543,,0
1544,,0
1545,,0
1546,,0
1547,,0
1548,,0
1549,,0
1550,,0
1551,,0
1552,,0
1553,,0
1554,,0
1555,,0
1556,,0
1557,,0
1558,,0
1559,,0
1560,,0
1561,,0
1562,,0
1563,,0
1564,,0
1565,,0
1566,,0
1567,,0
1568,,0
1569,,0
1570,,0
1571,100.0,16
1572,,0
1573,100.0,16
1574,100.0,16
1575,100.0,16
1576,,0
1577,,0
1578,,0
1579,,0
1580,,0
1581,,0
1582,,0
1583,,0
1584,,0
1585,,0
1586,,0
1587,,0
1588,,0
1589,,0
1590,,0
1591,,0
1592,,0
1593,,0
1594,,0
1595,,0
1596,,0
1597,,0
1598,,0
1599,,0
1600,,0
1601,,0
1602,100.0,16
1603,100.0,16
1604,100.0,16
1605,100.0,16
1606,93.75,16
1607,100.0,16
1608,62.5,16
1609,,0
1610,,0
1611,100.0,16
1612,87.5,16
1613,100.0,16
1614,75.0,16
1615,100.0,16
1616,100.0,16
1617,,0
1618,,0
1619,100.0,16
1620,100.0,16
1621,100.0,16
1622,75.0,16
1623,100.0,16
1624,100.0,16
1625,100.0,16
1626,100.0,16
1627,75.0,16
1628,100.0,16
1629,100.0,16
1630,100.0,16
1631,100.0,16
1632,100.0,16
1633,100.0,16
1634,68.75,16
1635,81.25,16
1636,100.0,16
1637,75.0,16
1638,62.5,16
1639,100.0,16
1640,87.5,16
1641,100.0,16
1642,100.0,16
1643,100.0,16
1644,100.0,16
1645,100.0,16
1646,100.0,16
1647,100.0,16
1648,100.0,16
1649,100.0,16
1650,100.0,16
1651,75.0,16
1652,100.0,16
1653,,0
1654,,0
1655,,0
1656,,0
1657,,0
1658,,0
1659,100.0,16
1660,,0
1661,,0
1662,,0
1663,,0
1664,,0
1665,,0
1666,,0
1667,,0
1668,93.75,16
1669,,0
1670,,0
1671,,0
1672,,0
1673,,0
1674,,0
1675,,0
1676,,0
1677,,0
1678,,0
1679,,0
1680,,0
1681,,0
1682,,0
1683,,0
1684,,0
1685,100.0,16
1686,100.0,16
1687,100.0,16
1688,,0
1689,,0
1690,,0
1691,,0
1692,,0
1693,,0
1694,,0
1695,100.0,16
1696,100.0,16
1697,68.75,16
1698,100.0,16
1699,,0
1700,93.75,16
1701,100.0,16
1702,62.5,16
1703,,0
1704,,0
1705,,0
1706,,0
1707,,0
1708,68.75,16
1709,75.0,16
1710,75.0,16
1711,100.0,16
1712,87.5,16
1713,100.0,16
1714,100.0,16
1715,68.75,16
1716,81.25,16
1717,75.0,16
1718,100.0,16
1719,100.0,16
1720,100.0,16
1721,100.0,16
1722,,0
1723,,0
1724,,0
1725,,0
1726,,0
1727,,0
1728,,0
1729,,0
1730,,0
1731,,0
1732,81.25,16
1733,100.0,16
1734,100.0,16
1735,56.25,16
1736,75.0,16
1737,100.0,16
1738,75.0,16
1739,,0
1740,,0
1741,,0
1742,,0
1743,,0
1744,,0
1745,,0
1746,,0
1747,,0
1748,,0
1749,,0
1750,81.25,16
1751,68.75,16
1752,100.0,16
1753,25.0,16
1754,,0
1755,,0
1756,,0
1757,,0
1758,,0
1759,,0
1760,,0
1761,100.0,16
1762,57.142857142857146,14
1763,78.57142857142857,14
1764,62.5,16
1765,50.0,16
1766,56.25,16
1767,75.0,16
1768,81.25,16
1769,93.75,16
1770,93.75,16
1771,56.25,16
