chrom	start	end	region	is_bad_bin	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000	midpoint	window_bp	ctcf_count
HiC_scaffold_1	8986000	8988000	HiC_scaffold_1	False	0.07585579714651902	304.0	0.1484703468894308	True	8987000	10000	1
HiC_scaffold_1	9324000	9326000	HiC_scaffold_1	False	-0.0161854277409384	348.0	0.11103131238874389	True	9325000	10000	1
HiC_scaffold_1	10194000	10196000	HiC_scaffold_1	False	0.03960235044480841	186.0	0.23599899979681993	True	10195000	10000	1
HiC_scaffold_1	10240000	10242000	HiC_scaffold_1	False	-0.01005366466392291	288.0	0.3207609724377818	True	10241000	10000	1
HiC_scaffold_1	10294000	10296000	HiC_scaffold_1	False	0.024077961610426232	367.0	0.2824339377807687	True	10295000	10000	1
HiC_scaffold_1	10688000	10690000	HiC_scaffold_1	False	-0.07116102892123886	286.0	0.17706251533698644	True	10689000	10000	1
HiC_scaffold_1	10718000	10720000	HiC_scaffold_1	False	-0.04636782015297968	199.0	0.17391786987349084	True	10719000	10000	1
HiC_scaffold_1	11020000	11022000	HiC_scaffold_1	False	-0.08746284125033943	143.0	0.3634047308635214	True	11021000	10000	1
HiC_scaffold_1	12330000	12332000	HiC_scaffold_1	False	-0.1614634226941162	65.0	0.1132422130366274	True	12331000	10000	1
HiC_scaffold_1	12518000	12520000	HiC_scaffold_1	False	0.13941330100545354	218.0	0.13807737570321507	True	12519000	10000	1
HiC_scaffold_1	13154000	13156000	HiC_scaffold_1	False	-0.38702312310924736	1.0	2.3219280948873626	True	13155000	10000	1
HiC_scaffold_1	13328000	13330000	HiC_scaffold_1	False	-0.38702312310924736	1.0	2.3219280948873626	True	13329000	10000	1
HiC_scaffold_1	13412000	13414000	HiC_scaffold_1	False	-0.38702312310924736	1.0	2.3219280948873626	True	13413000	10000	1
HiC_scaffold_1	14152000	14154000	HiC_scaffold_1	False	-0.019988087052342035	466.0	0.20606087733655531	True	14153000	10000	1
HiC_scaffold_1	14736000	14738000	HiC_scaffold_1	False	-0.23908969397324428	213.0	0.10620457620939461	True	14737000	10000	1
HiC_scaffold_1	14998000	15000000	HiC_scaffold_1	False	-0.047485628628506395	456.0	0.2768271053795492	True	14999000	10000	2
HiC_scaffold_1	15446000	15448000	HiC_scaffold_1	False	-0.38702312310924736	1.0	2.3219280948873626	True	15447000	10000	1
HiC_scaffold_1	15452000	15454000	HiC_scaffold_1	False	-0.38702312310924736	3.0	2.3219280948873626	True	15453000	10000	1
HiC_scaffold_1	15466000	15468000	HiC_scaffold_1	False	0.15164572533797396	95.0	0.11340784813247187	True	15467000	10000	1
HiC_scaffold_1	15474000	15476000	HiC_scaffold_1	False	0.18329260164750755	165.0	0.11471373106832372	True	15475000	10000	1
HiC_scaffold_1	15566000	15568000	HiC_scaffold_1	False	-0.09771736843333216	653.0	0.38074868283283353	True	15567000	10000	1
HiC_scaffold_1	16204000	16206000	HiC_scaffold_1	False	-0.38702312310924736	1.0	2.3219280948873626	True	16205000	10000	1
HiC_scaffold_1	16438000	16440000	HiC_scaffold_1	False	-0.3199089272507102	21.0	0.6003104650545921	True	16439000	10000	1
HiC_scaffold_1	16538000	16540000	HiC_scaffold_1	False	-0.38702312310924736	2.0	2.3219280948873626	True	16539000	10000	1
HiC_scaffold_1	16622000	16624000	HiC_scaffold_1	False	-0.2939137187177658	15.0	0.21174517713693947	True	16623000	10000	1
HiC_scaffold_1	16626000	16628000	HiC_scaffold_1	False	-0.2995602818589078	16.0	0.9125371587496605	True	16627000	10000	1
HiC_scaffold_1	16716000	16718000	HiC_scaffold_1	False	0.2831651829275571	367.0	0.3320092496674415	True	16717000	10000	1
HiC_scaffold_1	16802000	16804000	HiC_scaffold_1	False	-0.351833694646947	81.0	1.0253521134727506	True	16803000	10000	1
HiC_scaffold_1	17042000	17044000	HiC_scaffold_1	False	-0.03218040574915002	104.0	0.13942147306932165	True	17043000	10000	1
HiC_scaffold_1	17948000	17950000	HiC_scaffold_1	False	-0.3335838641477869	53.0	0.10702541323178572	True	17949000	10000	1
HiC_scaffold_1	17952000	17954000	HiC_scaffold_1	False	-0.3335838641477869	53.0	0.10702541323178572	True	17953000	10000	1
HiC_scaffold_1	18132000	18134000	HiC_scaffold_1	False	0.11047653636156968	17.0	0.19764575900076226	True	18133000	10000	1
HiC_scaffold_1	18136000	18138000	HiC_scaffold_1	False	0.31341659503184494	8.0	0.2000246083079934	True	18137000	10000	1
HiC_scaffold_1	18154000	18156000	HiC_scaffold_1	False	-0.38702312310924736	2.0	2.3219280948873626	True	18155000	10000	1
HiC_scaffold_1	18686000	18688000	HiC_scaffold_1	False	-0.21348686811455597	133.0	0.6998574286257403	True	18687000	10000	1
HiC_scaffold_1	18702000	18704000	HiC_scaffold_1	False	0.15221210395478	203.0	0.1360013773504727	True	18703000	10000	1
HiC_scaffold_1	18808000	18810000	HiC_scaffold_1	False	-0.34638113861190156	35.0	0.9593580155026542	True	18809000	10000	1
HiC_scaffold_1	19016000	19018000	HiC_scaffold_1	False	0.27993274980921656	114.0	0.20445992102012323	True	19017000	10000	2
HiC_scaffold_1	19134000	19136000	HiC_scaffold_1	False	0.046221994642273265	374.0	0.16260569911237183	True	19135000	10000	1
HiC_scaffold_1	19600000	19602000	HiC_scaffold_1	False	0.19112271606993186	495.0	0.11625929275898128	True	19601000	10000	1
HiC_scaffold_1	19738000	19740000	HiC_scaffold_1	False	-0.18393125773173552	86.0	0.10323937445883204	True	19739000	10000	1
HiC_scaffold_1	20074000	20076000	HiC_scaffold_1	False	-0.08746284125033943	260.0	0.1556943174963376	True	20075000	10000	1
HiC_scaffold_1	20182000	20184000	HiC_scaffold_1	False	-0.20124929300895336	342.0	0.2323695800463715	True	20183000	10000	1
HiC_scaffold_1	20386000	20388000	HiC_scaffold_1	False	-0.38702312310924736	30.0	2.4594316186372973	True	20387000	10000	1
HiC_scaffold_1	21760000	21762000	HiC_scaffold_1	False	-0.15236186443953523	368.0	0.4183902318936136	True	21761000	10000	1
HiC_scaffold_1	22516000	22518000	HiC_scaffold_1	False	-0.34905527291022687	75.0	0.2717166489335947	True	22517000	10000	1
HiC_scaffold_1	22656000	22658000	HiC_scaffold_1	False	-0.32289278568953167	22.0	1.2313255461064556	True	22657000	10000	1
HiC_scaffold_1	22850000	22852000	HiC_scaffold_1	False	0.00581863005540045	131.0	0.11104913690919062	True	22851000	10000	2
HiC_scaffold_1	24546000	24548000	HiC_scaffold_1	False	-0.02533166436125042	730.0	0.1418476638067846	True	24547000	10000	1
HiC_scaffold_1	24724000	24726000	HiC_scaffold_1	False	-0.27154590568931136	12.0	0.6185045183074489	True	24725000	10000	1
HiC_scaffold_1	24762000	24764000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.321928094887362	True	24763000	10000	1
HiC_scaffold_1	24774000	24776000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.321928094887362	True	24775000	10000	1
HiC_scaffold_1	25100000	25102000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.321928094887362	True	25101000	10000	1
HiC_scaffold_1	25488000	25490000	HiC_scaffold_1	False	-0.2939137187177658	15.0	0.24392558288608912	True	25489000	10000	1
HiC_scaffold_1	25554000	25556000	HiC_scaffold_1	False	-0.38702312310924736	7.0	3.321928094887362	True	25555000	10000	1
HiC_scaffold_1	27346000	27348000	HiC_scaffold_1	False	-0.38702312310924736	36.0	3.321928094887362	True	27347000	10000	1
HiC_scaffold_1	27504000	27506000	HiC_scaffold_1	False	-0.07054945831399315	159.0	0.16679343885655112	True	27505000	10000	1
HiC_scaffold_1	27724000	27726000	HiC_scaffold_1	False	-0.1614039166188789	319.0	0.1359129627482148	True	27725000	10000	1
HiC_scaffold_1	27834000	27836000	HiC_scaffold_1	False	0.07864044923956462	252.0	0.13729535766619028	True	27835000	10000	2
HiC_scaffold_1	28218000	28220000	HiC_scaffold_1	False	-0.2111732877098297	324.0	0.5229158987508584	True	28219000	10000	1
HiC_scaffold_1	28772000	28774000	HiC_scaffold_1	False	-0.2495195993593123	20.0	0.2775339755289088	True	28773000	10000	4
HiC_scaffold_1	28886000	28888000	HiC_scaffold_1	False	-0.38702312310924736	15.0	3.321928094887362	True	28887000	10000	3
HiC_scaffold_1	29010000	29012000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.321928094887362	True	29011000	10000	1
HiC_scaffold_1	29868000	29870000	HiC_scaffold_1	False	-0.27154590568931136	24.0	0.2284771837974252	True	29869000	10000	1
HiC_scaffold_1	30376000	30378000	HiC_scaffold_1	False	-0.16838283663390696	55.0	0.1544031241388764	True	30377000	10000	1
HiC_scaffold_1	30420000	30422000	HiC_scaffold_1	False	-0.325622578445104	69.0	0.1944383597654465	True	30421000	10000	1
HiC_scaffold_1	30466000	30468000	HiC_scaffold_1	False	-0.2657168268871137	57.0	0.22264810499522752	True	30467000	10000	1
HiC_scaffold_1	30574000	30576000	HiC_scaffold_1	False	-0.38702312310924736	24.0	3.070389327891398	True	30575000	10000	1
HiC_scaffold_1	31032000	31034000	HiC_scaffold_1	False	-0.3199089272507102	21.0	0.6060754878743544	True	31033000	10000	1
HiC_scaffold_1	31362000	31364000	HiC_scaffold_1	False	0.19793937761190883	40.0	0.3257701611817565	True	31363000	10000	1
HiC_scaffold_1	31726000	31728000	HiC_scaffold_1	False	0.059823114400272624	157.0	0.30363416313116776	True	31727000	10000	1
HiC_scaffold_1	31840000	31842000	HiC_scaffold_1	False	-0.38702312310924736	13.0	3.070389327891398	True	31841000	10000	2
HiC_scaffold_1	31852000	31854000	HiC_scaffold_1	False	-0.38702312310924736	9.0	3.070389327891398	True	31853000	10000	2
HiC_scaffold_1	31958000	31960000	HiC_scaffold_1	False	-0.2350200296641973	27.0	0.816288046827612	True	31959000	10000	2
HiC_scaffold_1	31978000	31980000	HiC_scaffold_1	False	0.028014376169596473	54.0	0.2064508774674265	True	31979000	10000	1
HiC_scaffold_1	32278000	32280000	HiC_scaffold_1	False	-0.3281294340556786	24.0	0.15261041614014315	True	32279000	10000	1
HiC_scaffold_1	32350000	32352000	HiC_scaffold_1	False	-0.1589485556292535	181.0	0.4932094044539429	True	32351000	10000	1
HiC_scaffold_1	32422000	32424000	HiC_scaffold_1	False	-0.1257797728014413	403.0	0.16433961933248165	True	32423000	10000	1
HiC_scaffold_1	33084000	33086000	HiC_scaffold_1	False	0.24356199473770607	166.0	0.14702246081659875	True	33085000	10000	1
HiC_scaffold_1	33222000	33224000	HiC_scaffold_1	False	0.015213093946507203	283.0	0.12701685107911403	True	33223000	10000	1
HiC_scaffold_1	33610000	33612000	HiC_scaffold_1	False	-0.028604686995006463	812.0	0.13307439175535507	True	33611000	10000	1
HiC_scaffold_1	33758000	33760000	HiC_scaffold_1	False	-0.11120256231961013	674.0	0.1497245963076002	True	33759000	10000	1
HiC_scaffold_1	34066000	34068000	HiC_scaffold_1	False	0.355589034198101	153.0	0.211584153079527	True	34067000	10000	1
HiC_scaffold_1	34094000	34096000	HiC_scaffold_1	False	-0.06795468236112556	101.0	0.7717849897029917	True	34095000	10000	1
HiC_scaffold_1	34136000	34138000	HiC_scaffold_1	False	0.39823802809773995	94.0	0.11712805216659056	True	34137000	10000	1
HiC_scaffold_1	34144000	34146000	HiC_scaffold_1	False	0.3551791194231059	55.0	0.1559181434484332	True	34145000	10000	1
HiC_scaffold_1	34280000	34282000	HiC_scaffold_1	False	-0.043791515013662206	242.0	0.15262341879158597	True	34281000	10000	1
HiC_scaffold_1	35018000	35020000	HiC_scaffold_1	False	-0.38702312310924736	2.0	3.070389327891398	True	35019000	10000	1
HiC_scaffold_1	35022000	35024000	HiC_scaffold_1	False	-0.21709812166693498	8.0	0.19264507794239608	True	35023000	10000	1
HiC_scaffold_1	35034000	35036000	HiC_scaffold_1	False	0.36504936344716726	76.0	0.2672928383105166	True	35035000	10000	1
HiC_scaffold_1	35038000	35040000	HiC_scaffold_1	False	0.36504936344716726	95.0	0.2672928383105166	True	35039000	10000	1
HiC_scaffold_1	35056000	35058000	HiC_scaffold_1	False	0.07594885323329842	185.0	0.1518800962975362	True	35057000	10000	2
HiC_scaffold_1	35140000	35142000	HiC_scaffold_1	False	-0.058601266136384556	266.0	0.3977167067089879	True	35141000	10000	1
HiC_scaffold_1	35144000	35146000	HiC_scaffold_1	False	-0.05163276841532235	256.0	0.11607055283479262	True	35145000	10000	1
HiC_scaffold_1	35320000	35322000	HiC_scaffold_1	False	0.13185018715413627	67.0	0.20428648437779212	True	35321000	10000	2
HiC_scaffold_1	35402000	35404000	HiC_scaffold_1	False	0.17240428550477124	247.0	0.11394406632890294	True	35403000	10000	1
HiC_scaffold_1	35682000	35684000	HiC_scaffold_1	False	-0.11763322223563001	151.0	0.3377683459617351	True	35683000	10000	1
HiC_scaffold_1	35938000	35940000	HiC_scaffold_1	False	0.1449046152900405	157.0	0.3295523975192843	True	35939000	10000	1
HiC_scaffold_1	36162000	36164000	HiC_scaffold_1	False	-0.10830709504318378	61.0	0.13632147121278027	True	36163000	10000	1
HiC_scaffold_1	36166000	36168000	HiC_scaffold_1	False	-0.10561018796059896	65.0	0.11090448763011197	True	36167000	10000	1
HiC_scaffold_1	36320000	36322000	HiC_scaffold_1	False	0.3499424710569591	6.0	0.1110313123887437	True	36321000	10000	1
HiC_scaffold_1	36746000	36748000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.070389327891398	True	36747000	10000	1
HiC_scaffold_1	37494000	37496000	HiC_scaffold_1	False	-0.09841510142191137	438.0	0.3012284534022914	True	37495000	10000	1
HiC_scaffold_1	37822000	37824000	HiC_scaffold_1	False	0.26419329017668436	305.0	0.10214361913094328	True	37823000	10000	1
HiC_scaffold_1	37884000	37886000	HiC_scaffold_1	False	-0.027207593565422468	233.0	0.17539393598023173	True	37885000	10000	1
HiC_scaffold_1	38040000	38042000	HiC_scaffold_1	False	-0.3068527744252639	35.0	0.8189007424652359	True	38041000	10000	1
HiC_scaffold_1	38054000	38056000	HiC_scaffold_1	False	-0.3021342255227343	33.0	0.13750352374993505	True	38055000	10000	1
HiC_scaffold_1	38390000	38392000	HiC_scaffold_1	False	-0.3090206111079741	36.0	0.7735391015970889	True	38391000	10000	1
HiC_scaffold_1	38482000	38484000	HiC_scaffold_1	False	-0.2657168268871137	57.0	0.24864331352817226	True	38483000	10000	2
HiC_scaffold_1	39344000	39346000	HiC_scaffold_1	False	-0.07890082774691543	63.0	0.1613629879388884	True	39345000	10000	1
HiC_scaffold_1	39354000	39356000	HiC_scaffold_1	False	-0.2064508774674265	60.0	0.21535643068931853	True	39355000	10000	1
HiC_scaffold_1	39358000	39360000	HiC_scaffold_1	False	-0.2064508774674265	60.0	0.21535643068931853	True	39359000	10000	1
HiC_scaffold_1	39862000	39864000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.070389327891398	True	39863000	10000	1
HiC_scaffold_1	39952000	39954000	HiC_scaffold_1	False	-0.38702312310924736	1.0	3.070389327891398	True	39953000	10000	1
HiC_scaffold_1	40296000	40298000	HiC_scaffold_1	False	-0.17878119011583282	161.0	0.2713675675815129	True	40297000	10000	1
HiC_scaffold_1	40484000	40486000	HiC_scaffold_1	False	-0.16463070177279923	48.0	0.1797060222348976	True	40485000	10000	1
HiC_scaffold_1	40598000	40600000	HiC_scaffold_1	False	0.03566794871303194	94.0	0.5411492648823023	True	40599000	10000	1
HiC_scaffold_1	41288000	41290000	HiC_scaffold_1	False	-0.2350200296641973	72.0	0.6426779985774435	True	41289000	10000	1
HiC_scaffold_1	41470000	41472000	HiC_scaffold_1	False	-0.15153504416111618	141.0	0.5092548658097944	True	41471000	10000	1
HiC_scaffold_1	41610000	41612000	HiC_scaffold_1	False	-0.26546114322833403	91.0	0.7044086203440377	True	41611000	10000	1
HiC_scaffold_1	41762000	41764000	HiC_scaffold_1	False	-0.07668300249709673	75.0	0.1692693799627768	True	41763000	10000	1
HiC_scaffold_1	41906000	41908000	HiC_scaffold_1	False	-0.2839296301451436	27.0	1.479555141918806	True	41907000	10000	2
HiC_scaffold_1	42000000	42002000	HiC_scaffold_1	False	0.09840370406099447	5.0	0.8365012677171206	True	42001000	10000	1
HiC_scaffold_1	42050000	42052000	HiC_scaffold_1	False	-0.38702312310924736	1.0	2.2016338611696504	True	42051000	10000	2
HiC_scaffold_1	42062000	42064000	HiC_scaffold_1	False	-0.065095028221885	4.0	0.26303440583379384	True	42063000	10000	1
HiC_scaffold_1	42066000	42068000	HiC_scaffold_1	False	-0.065095028221885	4.0	0.6780719051126376	True	42067000	10000	1
HiC_scaffold_1	42170000	42172000	HiC_scaffold_1	False	-0.38702312310924736	14.0	1.241008099503795	True	42171000	10000	1
HiC_scaffold_1	42200000	42202000	HiC_scaffold_1	False	-0.07890082774691543	21.0	0.18491771591778516	True	42201000	10000	1
HiC_scaffold_1	42270000	42272000	HiC_scaffold_1	False	-0.2908078078499442	29.0	0.15904173998277155	True	42271000	10000	1
HiC_scaffold_1	42274000	42276000	HiC_scaffold_1	False	-0.2995602818589078	32.0	0.5255140356404132	True	42275000	10000	1
HiC_scaffold_2	14000	16000	HiC_scaffold_2	False	-0.007871515033074636	27.0	0.4736013917734522	True	15000	10000	1
HiC_scaffold_2	28000	30000	HiC_scaffold_2	False	-0.08853582675786215	62.0	0.5309017104327293	True	29000	10000	1
HiC_scaffold_2	200000	202000	HiC_scaffold_2	False	0.023627056979451992	277.0	0.2400978473246913	True	201000	10000	1
HiC_scaffold_2	810000	812000	HiC_scaffold_2	False	-0.027520309729081333	226.0	0.2797359164794638	True	811000	10000	1
HiC_scaffold_2	1060000	1062000	HiC_scaffold_2	False	-0.15160334633740571	323.0	0.398692936602443	True	1061000	10000	1
HiC_scaffold_2	1188000	1190000	HiC_scaffold_2	False	-0.053644282353201816	258.0	0.1003809309814759	True	1189000	10000	2
HiC_scaffold_2	1234000	1236000	HiC_scaffold_2	False	-0.2610534428454922	251.0	0.6185919589820874	True	1235000	10000	1
HiC_scaffold_2	1284000	1286000	HiC_scaffold_2	False	-0.1824524564533342	276.0	0.11372573603340491	True	1285000	10000	1
HiC_scaffold_2	1492000	1494000	HiC_scaffold_2	False	-0.0023577539393303745	873.0	0.1266074788317965	True	1493000	10000	1
HiC_scaffold_2	2138000	2140000	HiC_scaffold_2	False	-0.209430432952357	220.0	0.1300905360950908	True	2139000	10000	1
HiC_scaffold_2	2150000	2152000	HiC_scaffold_2	False	-0.21829129470344646	216.0	0.40190092447913195	True	2151000	10000	3
HiC_scaffold_2	2194000	2196000	HiC_scaffold_2	False	-0.21466708131850387	276.0	0.46763575870631113	True	2195000	10000	1
HiC_scaffold_2	2416000	2418000	HiC_scaffold_2	False	-0.18353111747515147	325.0	0.33395927876476195	True	2417000	10000	1
HiC_scaffold_2	2904000	2906000	HiC_scaffold_2	False	-0.11923262398077873	410.0	0.323126844470988	True	2905000	10000	1
HiC_scaffold_2	2998000	3000000	HiC_scaffold_2	False	-0.137959832049684	336.0	0.33104370817197637	True	2999000	10000	1
HiC_scaffold_2	3110000	3112000	HiC_scaffold_2	False	-0.056203160358004836	209.0	0.14544058148130448	True	3111000	10000	1
HiC_scaffold_2	3238000	3240000	HiC_scaffold_2	False	0.03412574907628215	266.0	0.23965281989178408	True	3239000	10000	1
HiC_scaffold_2	3378000	3380000	HiC_scaffold_2	False	0.08637135293935207	284.0	0.19043179974444446	True	3379000	10000	2
HiC_scaffold_2	3436000	3438000	HiC_scaffold_2	False	-0.29034454037353324	76.0	0.8333097421569884	True	3437000	10000	1
HiC_scaffold_2	5354000	5356000	HiC_scaffold_2	False	-0.11301925160338758	502.0	0.20056394361182386	True	5355000	10000	1
HiC_scaffold_2	5546000	5548000	HiC_scaffold_2	False	-0.1307282628186081	525.0	0.3325569899076594	True	5547000	10000	1
HiC_scaffold_2	5866000	5868000	HiC_scaffold_2	False	-0.11105289949806667	469.0	0.1496289906435435	True	5867000	10000	2
HiC_scaffold_2	6468000	6470000	HiC_scaffold_2	False	-0.10797350656609471	234.0	0.20633231765794288	True	6469000	10000	1
HiC_scaffold_2	7360000	7362000	HiC_scaffold_2	False	-0.1553685297262134	411.0	0.26724883744713035	True	7361000	10000	1
HiC_scaffold_2	8206000	8208000	HiC_scaffold_2	False	-0.02177726087091144	694.0	0.1558938707770261	True	8207000	10000	1
HiC_scaffold_2	8302000	8304000	HiC_scaffold_2	False	-0.06886240770344235	713.0	0.19999132091777963	True	8303000	10000	1
HiC_scaffold_2	8446000	8448000	HiC_scaffold_2	False	-0.10790461817926583	296.0	0.16770804634055325	True	8447000	10000	1
HiC_scaffold_2	8538000	8540000	HiC_scaffold_2	False	-0.15743762303229136	338.0	0.32379124687515476	True	8539000	10000	2
HiC_scaffold_2	8682000	8684000	HiC_scaffold_2	False	-0.1959720672644886	370.0	0.17023969836820982	True	8683000	10000	1
HiC_scaffold_2	8810000	8812000	HiC_scaffold_2	False	-0.079532500160521	227.0	0.1947651298167653	True	8811000	10000	1
HiC_scaffold_2	9118000	9120000	HiC_scaffold_2	False	-0.06727400149656793	709.0	0.10733345455397328	True	9119000	10000	1
HiC_scaffold_2	9954000	9956000	HiC_scaffold_2	False	-0.13209477491782803	338.0	0.14487376919463327	True	9955000	10000	1
HiC_scaffold_2	10606000	10608000	HiC_scaffold_2	False	-0.07775598800461936	400.0	0.17740842129677792	True	10607000	10000	1
HiC_scaffold_2	10698000	10700000	HiC_scaffold_2	False	-0.10435934749924825	386.0	0.24369275740840243	True	10699000	10000	1
HiC_scaffold_2	11030000	11032000	HiC_scaffold_2	False	-0.04441884425106161	739.0	0.11067315893796145	True	11031000	10000	1
HiC_scaffold_2	11608000	11610000	HiC_scaffold_2	False	-0.2323715993315138	137.0	0.8179719485761323	True	11609000	10000	1
HiC_scaffold_2	11626000	11628000	HiC_scaffold_2	False	-0.032324558757613746	102.0	0.10495948909982433	True	11627000	10000	1
HiC_scaffold_2	11840000	11842000	HiC_scaffold_2	False	-0.05542648769521125	645.0	0.15603509952154831	True	11841000	10000	1
HiC_scaffold_2	12126000	12128000	HiC_scaffold_2	False	0.08952012081324964	835.0	0.15148269789149488	True	12127000	10000	1
HiC_scaffold_2	13076000	13078000	HiC_scaffold_2	False	-0.09810431581976001	418.0	0.12290847547397468	True	13077000	10000	1
HiC_scaffold_2	13800000	13802000	HiC_scaffold_2	False	0.05001202138154007	707.0	0.17060535752230616	True	13801000	10000	1
HiC_scaffold_2	13840000	13842000	HiC_scaffold_2	False	-0.033428833192897286	563.0	0.13620549549362893	True	13841000	10000	1
HiC_scaffold_2	14712000	14714000	HiC_scaffold_2	False	-0.08251031592583045	459.0	0.2783194012471743	True	14713000	10000	1
HiC_scaffold_2	16654000	16656000	HiC_scaffold_2	False	-0.18444584292413957	313.0	0.4286334427491866	True	16655000	10000	2
HiC_scaffold_2	17888000	17890000	HiC_scaffold_2	False	-0.3822670298145725	3.0	2.0	True	17889000	10000	1
HiC_scaffold_2	18060000	18062000	HiC_scaffold_2	False	-0.033371887326940755	318.0	0.2291479442937338	True	18061000	10000	1
HiC_scaffold_2	18172000	18174000	HiC_scaffold_2	False	-0.21748533164821973	281.0	0.5793793974040575	True	18173000	10000	1
HiC_scaffold_2	18664000	18666000	HiC_scaffold_2	False	-0.10821963125836091	435.0	0.1511793215351689	True	18665000	10000	1
